date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2023-01-01 00:00:00,11.6,9,19,0,,,0.2,,1020.6,
2023-01-02 00:00:00,10.6,5.2,17,0,,,0.2,,1022.2,
2023-01-03 00:00:00,9.5,4.2,14,0,,,0.5,,1023.6,
2023-01-04 00:00:00,10,5.2,15,0,,,0.4,,1023.7,
2023-01-05 00:00:00,8,5,13,0,,,0.4,,1024.6,
2023-01-06 00:00:00,8.5,6,12,0,,,0.7,,1025.4,
2023-01-07 00:00:00,9.1,6.2,12,0,,,0.6,,1023.7,
2023-01-08 00:00:00,11.6,6.2,16,0,,,0.5,,1020.6,
2023-01-09 00:00:00,10.8,6.6,16.8,0,,,0.5,,1020.9,
2023-01-10 00:00:00,11.7,6.8,15.8,0,,,0.7,,1020.4,
2023-01-11 00:00:00,11.1,9,14.5,0,,,1.1,,1015.3,
2023-01-12 00:00:00,12.4,9.2,17.5,0,,,1.4,,1013.4,
2023-01-13 00:00:00,11.2,9.8,14,0,,,1.6,,1014.4,
2023-01-14 00:00:00,9.8,5,17.5,0,,,3.6,,1018.4,
2023-01-15 00:00:00,10.7,4.2,18,0,,,1.5,,1016.6,
2023-01-16 00:00:00,10.8,5,19,0,,,1.9,,1017.3,
2023-01-17 00:00:00,10.2,3.7,19,0,,,1.9,,1018.1,
2023-01-18 00:00:00,12.2,5,18.5,0,,,0.8,,1019.9,
2023-01-19 00:00:00,14.3,7.5,20.5,0,,,2.1,,1020.1,
2023-01-20 00:00:00,12.1,8.5,15.2,0,,,1.6,,1019.6,
2023-01-21 00:00:00,14,8.9,19,0,,,2.9,,1019.3,
2023-01-22 00:00:00,15.2,9.4,19.5,0,,,3.2,,1017.9,
2023-01-23 00:00:00,14.3,11.1,20,0,,,6.5,,1018,
2023-01-24 00:00:00,13.7,9,18.2,0,,,2,,1015.1,
2023-01-25 00:00:00,12.8,11,17,2.3,,,2.4,,1016.8,
2023-01-26 00:00:00,11.2,5.6,18.6,0,,,3.2,,1020.2,
2023-01-27 00:00:00,12.6,5.8,20.5,0,,,1.4,,1019.9,
2023-01-28 00:00:00,13.6,6,21.6,0,,,1.1,,1016.2,
2023-01-29 00:00:00,13.6,7.8,18.5,0,,,3.7,,1013.6,
2023-01-30 00:00:00,14.6,8,18.5,2,,,3.8,,1018,
2023-01-31 00:00:00,15.8,9,20,4.1,,,2.9,,1021,
2023-02-01 00:00:00,15.9,8,22.5,0,,,3.6,,1019.3,
2023-02-02 00:00:00,16.2,8.4,23.6,0,,,1.8,,1017.2,
2023-02-03 00:00:00,17.6,9.7,25.2,0,,,1.2,,1016.5,
2023-02-04 00:00:00,19.5,10.8,25.8,0,,,2.2,,1014.4,
2023-02-05 00:00:00,18.2,11.2,25.5,0,,,1.4,,1012.4,
2023-02-06 00:00:00,18.7,12.6,24.6,0,,,3.5,,1012.4,
2023-02-07 00:00:00,17.4,11.2,23.6,0,,,4.8,,1013,
2023-02-08 00:00:00,16.9,11.5,23.5,0,,,1.2,,1014.1,
2023-02-09 00:00:00,16.9,12.4,21.3,0,,,2.4,,1011.6,
2023-02-10 00:00:00,17.4,12.2,25,0,,,3.1,,1011,
2023-02-11 00:00:00,17.2,12.2,23,0,,,4.7,,1014.6,
2023-02-12 00:00:00,15.8,9.2,21.2,0,,,5.5,,1019.3,
2023-02-13 00:00:00,16,9,22.4,0,,,4.5,,1017.6,
2023-02-14 00:00:00,17.3,9.8,25.5,0,,,1.7,,1016.2,
2023-02-15 00:00:00,19.6,11.2,27.6,0,,,2.4,,1013.7,
2023-02-16 00:00:00,21.5,12.6,29.4,0,,,0.8,,1014.2,
2023-02-17 00:00:00,19.6,13.2,27.4,0,,,0.6,,1016,
2023-02-18 00:00:00,19.3,13.5,28.5,0,,,0.8,,1014.8,
2023-02-19 00:00:00,21.9,14,28,0,,,0.8,,1013.3,
2023-02-20 00:00:00,21.5,18.2,27.5,0,,,3.4,,1010.3,
2023-02-21 00:00:00,19.9,14.2,28,0,,,2.4,,1011.9,
2023-02-22 00:00:00,21.6,14,27.5,0,,,1.8,,1013.1,
2023-02-23 00:00:00,20.4,13.5,28.6,0,,,3.5,,1013.4,
2023-02-24 00:00:00,21.2,15.6,29.4,0,,,1.4,,1014.4,
2023-02-25 00:00:00,21,14.3,29,0,,,1.2,,1015.8,
2023-02-26 00:00:00,20.3,15.5,28.8,0,,,1.4,,1018,
2023-02-27 00:00:00,21.4,14.8,29.5,0,,,1.8,,1018,
2023-02-28 00:00:00,20.3,15.4,23.5,0.8,,,2.4,,1018.3,
2023-03-01 00:00:00,21.1,16,26,1,,,3.8,,1020.2,
2023-03-02 00:00:00,22.2,15.8,27.8,0,,,4.8,,1020.3,
2023-03-03 00:00:00,23,16.8,27,0,,,4,,1020.5,
2023-03-04 00:00:00,23.2,16.5,28.5,0,,,2.2,,1019.6,
2023-03-05 00:00:00,22.8,17.9,28.5,0,,,2.8,,1018.8,
2023-03-06 00:00:00,21.2,16.6,29.5,0,,,2.1,,1016,
2023-03-07 00:00:00,21.8,16,29.5,0,,,2.5,,1015.3,
2023-03-08 00:00:00,23,16,30.2,0,,,2.1,,1015.6,
2023-03-09 00:00:00,23.6,16.2,30.5,0,,,1.4,,1016.4,
2023-03-10 00:00:00,23.2,16.2,30.5,0,,,2,,1015.3,
2023-03-11 00:00:00,23.2,16.2,31.5,0,,,0.8,,1014.5,
2023-03-12 00:00:00,23.3,17,31,0,,,1,,1014.6,
2023-03-13 00:00:00,24.3,17.5,31.5,0,,,2.5,,1013.5,
2023-03-14 00:00:00,24.7,17.5,31.5,0,,,1.9,,1010.3,
2023-03-15 00:00:00,25.4,20.5,31.1,0,,,2.4,,1008.6,
2023-03-16 00:00:00,23.4,19,31.8,0,,,5.5,,1009.7,
2023-03-17 00:00:00,18.5,16,21.3,9.9,,,5.6,,1013,
2023-03-18 00:00:00,19.4,15.2,24,0,,,2.2,,1012.2,
2023-03-19 00:00:00,21.2,16,25.5,1,,,1.4,,1010,
2023-03-20 00:00:00,19.3,17.9,25,0,,,2.2,,1007.9,
2023-03-21 00:00:00,19.6,14.6,25.3,4.3,,,2.8,,1009.2,
2023-03-22 00:00:00,21.6,16,26.5,0,,,1.3,,1010.3,
2023-03-23 00:00:00,22.2,16.2,27.5,0,,,2.8,,1009.4,
2023-03-24 00:00:00,17.9,16.5,23.5,0,,,4.6,,1008.6,
2023-03-25 00:00:00,18.3,13.5,23.8,45,,,6.7,,1012,
2023-03-26 00:00:00,19.6,13.8,25.5,0,,,4,,1013,
2023-03-27 00:00:00,21.6,15.5,28,0,,,1.8,,1010.9,
2023-03-28 00:00:00,23.1,16.6,29.6,0,,,1.4,,1010.1,
2023-03-29 00:00:00,23.8,17.2,30,0,,,2.9,,1010.6,
2023-03-30 00:00:00,22.3,19.6,29.8,0,,,5.9,,1009.5,
2023-03-31 00:00:00,18.3,17,22.2,15.7,,,4,,1008.4,
2023-04-01 00:00:00,18.2,14.5,22,56.9,,,2.4,,1009.7,
2023-04-02 00:00:00,20.2,14.8,26.2,0,,,1.3,,1009.2,
2023-04-03 00:00:00,19,15.5,23.7,7.9,,,4,,1008.1,
2023-04-04 00:00:00,21.9,14.6,29,1.8,,,4.2,,1010.5,
2023-04-05 00:00:00,21.4,16.5,30,0,,,4.3,,1010.8,
2023-04-06 00:00:00,22.8,16,30.6,1,,,2.4,,1013,
2023-04-07 00:00:00,24.4,17.8,32,0,,,4.2,,1014.5,
2023-04-08 00:00:00,24.9,19.5,33,0,,,2.1,,1014.1,
2023-04-09 00:00:00,24.7,18.8,33.3,0,,,2.1,,1014.1,
2023-04-10 00:00:00,26.2,19,35.2,0,,,2.4,,1012,
2023-04-11 00:00:00,27.9,21,35.4,0,,,2.6,,1011.2,
2023-04-12 00:00:00,28.1,22.6,35.5,0,,,2.5,,1010.5,
2023-04-13 00:00:00,30.3,22.8,38,0,,,3.2,,1008.8,
2023-04-14 00:00:00,30.9,22.5,39,0,,,2.5,,1007.3,
2023-04-15 00:00:00,31.1,24,39.2,0,,,2.6,,1006.4,
2023-04-16 00:00:00,29.7,22.8,39,0,,,3.6,,1005.7,
2023-04-17 00:00:00,31.8,25.5,38.5,0,,,3.6,,1005.8,
2023-04-18 00:00:00,29.4,24.6,35,0,,,6.6,,1007.4,
2023-04-19 00:00:00,26.8,21.8,31.8,0,,,6.6,,1006.8,
2023-04-20 00:00:00,23.8,19.2,32.5,0,,,5.9,,1004.4,
2023-04-21 00:00:00,26.2,18,32.2,0,,,6.5,,1005.1,
2023-04-22 00:00:00,24.2,18.8,31,0,,,5.2,,1006.8,
2023-04-23 00:00:00,25.3,18.5,33.5,0,,,2.7,,1007,
2023-04-24 00:00:00,29,19,35.4,0,,,1,,1009.1,
2023-04-25 00:00:00,28.4,20.5,35.3,0,,,2,,1009.9,
2023-04-26 00:00:00,28.3,21.5,36.3,0,,,2.2,,1007.4,
2023-04-27 00:00:00,27,22.7,33.5,0,,,6.6,,1007.2,
2023-04-28 00:00:00,28.5,21,35.5,0,,,4.3,,1008.4,
2023-04-29 00:00:00,27.6,22,36,0,,,4.7,,1006.7,
2023-04-30 00:00:00,26.9,22,31.5,0,,,4.5,,1005.9,
2023-05-01 00:00:00,23.2,21.5,27,0,,,4.5,,1006.7,
2023-05-02 00:00:00,22.5,19.5,27.6,0,,,4.2,,1009,
2023-05-03 00:00:00,23.9,18.9,30.3,13,,,2.5,,1010.2,
2023-05-04 00:00:00,23.6,19.2,33.5,0,,,4.2,,1009.5,
2023-05-05 00:00:00,25.3,18.4,32.8,16.8,,,1.6,,1007.9,
2023-05-06 00:00:00,28,21.6,35,0,,,2.7,,1005.6,
2023-05-07 00:00:00,27.1,19.2,34.2,3,,,6.8,,1004.6,
2023-05-08 00:00:00,26.9,22.2,33.9,0,,,8.5,,1004.5,
2023-05-09 00:00:00,27.1,21.4,34.7,0,,,5.1,,1007.7,
2023-05-10 00:00:00,28.4,21.6,36.5,0,,,5,,1006,
2023-05-11 00:00:00,30.9,22.5,39.2,0,,,2.1,,1005.3,
2023-05-12 00:00:00,31.6,22.5,40.3,0,,,1.1,,1004.8,
2023-05-13 00:00:00,32.7,26.8,41,0,,,3,,1003.9,
2023-05-14 00:00:00,32.6,26.4,38.6,0,,,6.1,,1002.2,
2023-05-15 00:00:00,31.7,24.5,40.3,0,,,1.9,,1000.9,
2023-05-16 00:00:00,32.7,26.4,39,0,,,5.2,,1002.5,
2023-05-17 00:00:00,33.3,27,40,0,,,3.9,,1004.1,
2023-05-18 00:00:00,28.8,22,34.2,2,,,7,,1008.6,
2023-05-19 00:00:00,31.3,25.5,37.5,0,,,4.9,,1006.1,
2023-05-20 00:00:00,33,25.4,40.6,0,,,3,,1002.8,
2023-05-21 00:00:00,34.7,26.4,43.2,0,,,1.4,,1002.5,
2023-05-22 00:00:00,37,27.4,42.6,0,,,2.1,,1002.7,
2023-05-23 00:00:00,34.7,31.4,41.7,0,,,3.2,,1003.2,
2023-05-24 00:00:00,28.1,25,36.2,0,,,12.1,,1003.2,
2023-05-25 00:00:00,26.2,22.5,30.3,0,,,7.2,,1004.2,
2023-05-26 00:00:00,28.2,21.8,32.6,2.3,,,6.7,,1004.8,
2023-05-27 00:00:00,29.5,22.3,33.6,0,,,5.9,,1004.9,
2023-05-28 00:00:00,31.2,25,37.3,0,,,4.1,,1005.8,
2023-05-29 00:00:00,27.7,23.8,33.1,0,,,7.8,,1008,
2023-05-30 00:00:00,27.3,22,33.8,0,,,3.7,,1009.2,
2023-05-31 00:00:00,22.4,20.2,25.4,6.6,,,3.6,,1007.6,
2023-06-01 00:00:00,24.3,19.6,29.8,1.3,,,4.4,,1007.4,
2023-06-02 00:00:00,26.6,19.4,31.8,0.5,,,2.8,,1006,
2023-06-03 00:00:00,29.1,21.4,35.5,0,,,1.5,,1005.7,
2023-06-04 00:00:00,31.4,25.8,38.3,0,,,3.2,,1005,
2023-06-05 00:00:00,32.8,25.8,38,0,,,3.9,,1003.2,
2023-06-06 00:00:00,29.2,24,38.2,0,,,6.5,,1003.2,
2023-06-07 00:00:00,28.6,24,34,30,,,3.4,,1003.9,
2023-06-08 00:00:00,32.2,24.6,38.8,0,,,1.6,,1002.8,
2023-06-09 00:00:00,34.8,28.4,40.3,0,,,1.1,,999.1,
2023-06-10 00:00:00,33.8,26,41,0,,,4.2,,997,
2023-06-11 00:00:00,31.6,25,36.3,3,,,3.3,,998.2,
2023-06-12 00:00:00,34.3,27.6,38.8,0,,,1.9,,997.6,
2023-06-13 00:00:00,33.6,32,40.3,0,,,2.8,,997.5,
2023-06-14 00:00:00,32.7,27.5,38.6,2,,,5.5,,997.9,
2023-06-15 00:00:00,25.9,21.5,31.6,0,,,6.2,,1000.5,
2023-06-16 00:00:00,30.4,22.8,36.7,1.3,,,2.2,,1000.3,
2023-06-17 00:00:00,32.6,27.5,38.2,0,,,1.1,,999.4,
2023-06-18 00:00:00,33.9,29,38,0,,,3.1,,999.3,
2023-06-19 00:00:00,32.7,24.2,38.6,4.6,,,3.5,,998.9,
2023-06-20 00:00:00,35.3,29.2,40.1,0,,,2.4,,997.3,
2023-06-21 00:00:00,35.7,31,39.5,0,,,3.9,,997.6,
2023-06-22 00:00:00,37.1,32.6,41.2,0,,,3,,997.5,
2023-06-23 00:00:00,37.1,33.4,41.5,0,,,3.6,,997.3,
2023-06-24 00:00:00,35.9,32.4,40,0,,,4.4,,996.8,
2023-06-25 00:00:00,31.3,23.5,40,0,,,6.3,,997.4,
2023-06-26 00:00:00,28.7,23,31.5,4.7,,,5.2,,1001.1,
2023-06-27 00:00:00,30.4,22.8,35.2,10.2,,,2.3,,1000.2,
2023-06-28 00:00:00,31.2,26.8,35.8,0,,,3.3,,1001,
2023-06-29 00:00:00,32.1,28.2,35,0,,,1.5,,1000.2,
2023-06-30 00:00:00,30.7,28.5,34.8,6.1,,,3.5,,998.8,
2023-07-01 00:00:00,32.1,28.2,36.2,0,,,2.4,,999.1,
2023-07-02 00:00:00,34.3,29,38.8,0,,,1.8,,999.7,
2023-07-03 00:00:00,31.2,26,39,0,,,3.5,,998.3,
2023-07-04 00:00:00,31.3,25.5,36.1,23.6,,,6.6,,997.1,
2023-07-05 00:00:00,24.9,23,27.5,94,,,9.4,,998.2,
2023-07-06 00:00:00,27.5,25,30.6,22.9,,,4.9,,1000.8,
2023-07-07 00:00:00,29.4,24,33.5,11.2,,,2.8,,1001.5,
2023-07-08 00:00:00,26.5,24.5,29,20.9,,,7,,1002.1,
2023-07-09 00:00:00,25.9,23.5,30.3,2.5,,,4.5,,1001.2,
2023-07-10 00:00:00,29,24.6,33.2,0,,,3.9,,1001.6,
2023-07-11 00:00:00,30.8,25.6,35.7,0,,,2.1,,1000.9,
2023-07-12 00:00:00,30.1,27,36.2,0,,,3.1,,999.9,
2023-07-13 00:00:00,30.7,26,35.1,0,,,3.3,,1000.1,
2023-07-14 00:00:00,31.6,28.7,35,0,,,2.6,,1000.6,
2023-07-15 00:00:00,31.7,27,34.8,0,,,3.2,,999.6,
2023-07-16 00:00:00,30.3,29,32.2,0,,,3.3,,1000.1,
2023-07-17 00:00:00,31.7,28.5,35.8,0,,,1.8,,999.2,
2023-07-18 00:00:00,32.1,28.5,36.2,0,,,4.6,,998.6,
2023-07-19 00:00:00,29.8,27.5,34,0,,,5.1,,999.5,
2023-07-20 00:00:00,30.8,26.2,36.6,23.1,,,1.9,,999.9,
2023-07-21 00:00:00,29.9,28.5,32.6,8.1,,,3.4,,1000.9,
2023-07-22 00:00:00,27.7,25,29.7,42.5,,,4.9,,1004.2,
2023-07-23 00:00:00,30.9,24.6,36,105.9,,,2.8,,1004.5,
2023-07-24 00:00:00,29.8,27.5,35,0,,,2.2,,1002,
2023-07-25 00:00:00,29.8,26.2,34.2,0.5,,,2.2,,1001.6,
2023-07-26 00:00:00,30,29,33,16.8,,,2,,1002.5,
2023-07-27 00:00:00,29.1,26.5,32.5,18.3,,,2.5,,1002.5,
2023-07-28 00:00:00,29.7,26,34.8,3.6,,,1.2,,999.8,
2023-07-29 00:00:00,26.8,24,29,0,,,1.4,,999.3,
2023-07-30 00:00:00,30.6,23.5,34,34,,,0.9,,999,
2023-07-31 00:00:00,32.1,28.5,35,0,,,2.5,,997.7,
2023-08-01 00:00:00,30.4,26,36.4,9.9,,,2.8,,996.9,
2023-08-02 00:00:00,33.1,25.6,37.4,0,,,2.4,,996.8,
2023-08-03 00:00:00,32.5,27.2,36.5,0,,,2.4,,997.2,
2023-08-04 00:00:00,32.8,27.8,37.5,0,,,4.6,,998.7,
2023-08-05 00:00:00,31.5,25.6,36.5,0,,,2,,1000.6,
2023-08-06 00:00:00,32.6,28.2,36.8,0,,,3.1,,997.8,
2023-08-07 00:00:00,31.7,28,35.5,0,,,3.6,,995.4,
2023-08-08 00:00:00,32.3,28.3,36.7,0,,,4.2,,996.2,
2023-08-09 00:00:00,32.2,28.8,35.8,0,,,4.5,,999.7,
2023-08-10 00:00:00,32.6,29.9,35.5,2.8,,,3.8,,1001.7,
2023-08-11 00:00:00,32.3,28.4,37,2.3,,,4,,1002.3,
2023-08-12 00:00:00,32.7,29.6,37.5,0,,,4.7,,999.9,
2023-08-13 00:00:00,33.6,29.2,37,0,,,4.8,,997.2,
2023-08-14 00:00:00,31.5,29,35.5,0,,,6,,1000.4,
2023-08-15 00:00:00,30.7,26.6,35.3,0,,,2.8,,1003,
2023-08-16 00:00:00,32.4,30,37.2,0,,,2.9,,1002.6,
2023-08-17 00:00:00,32.4,29.4,37.1,0,,,3,,1001.5,
2023-08-18 00:00:00,32.9,29.5,37.5,0,,,1.4,,1001.8,
2023-08-19 00:00:00,31.9,30,35.5,0,,,1.4,,1002.6,
2023-08-20 00:00:00,32.3,27.2,36.5,0.5,,,1.2,,1003.4,
2023-08-21 00:00:00,33.2,29.6,38,0,,,2.1,,1001.5,
2023-08-22 00:00:00,34.4,30.4,38.5,0,,,3,,998.8,
2023-08-23 00:00:00,32.2,30.5,36.6,0,,,5.5,,996.8,
2023-08-24 00:00:00,30.9,27.4,35.8,0,,,4.6,,997.5,
2023-08-25 00:00:00,30.6,27.8,35,10.9,,,5.4,,998.2,
2023-08-26 00:00:00,30.1,24.2,34.5,33.8,,,4.6,,1000.5,
2023-08-27 00:00:00,31.7,27,35,0,,,2.4,,1000.7,
2023-08-28 00:00:00,30.7,26.2,34.5,20.3,,,3,,1000.3,
2023-08-29 00:00:00,30.3,25,35.1,0.3,,,2.8,,1002.5,
2023-08-30 00:00:00,31.2,25.8,35.9,0,,,1.8,,1004,
2023-08-31 00:00:00,32.8,28.7,37.5,0,,,1.8,,1004.7,
2023-09-01 00:00:00,32.4,29.4,36.6,0,,,2.3,,1004.5,
2023-09-02 00:00:00,32.3,30.5,36.6,0,,,2.6,,1003.4,
2023-09-03 00:00:00,32,27.4,36.2,0,,,2.9,,1002.4,
2023-09-04 00:00:00,32.1,27.8,36.5,0,,,1.4,,1001.5,
2023-09-05 00:00:00,31.2,26,36.1,0,,,2.8,,1003.5,
2023-09-06 00:00:00,31.9,28.5,37,0,,,1.7,,1004.2,
2023-09-07 00:00:00,32.8,29,36.3,0,,,1.7,,1003.6,
2023-09-08 00:00:00,32.4,28.4,37,0,,,2,,1003.2,
2023-09-09 00:00:00,31.1,27,35.7,0,,,2.9,,1002.5,
2023-09-10 00:00:00,30.3,27,33.5,0,,,2.9,,1001.1,
2023-09-11 00:00:00,31.2,26.8,35.8,0,,,3,,1001.5,
2023-09-12 00:00:00,31.7,27.6,36.1,0,,,1.6,,1001.4,
2023-09-13 00:00:00,32.1,28.4,36.5,0,,,1.7,,1001.5,
2023-09-14 00:00:00,31.7,29.5,35,4.6,,,1.9,,1002.6,
2023-09-15 00:00:00,31.3,27.5,35.5,0,,,3.1,,1004,
2023-09-16 00:00:00,29.6,26.5,35.5,0,,,2.2,,1004.5,
2023-09-17 00:00:00,27.4,26,33.5,0,,,2.8,,1003.5,
2023-09-18 00:00:00,27.1,24.5,30.5,14.5,,,5.3,,1003.7,
2023-09-19 00:00:00,24.6,23,27.2,44.2,,,2.1,,1006.1,
2023-09-20 00:00:00,30.2,22.4,34.5,43.2,,,0.8,,1006.2,
2023-09-21 00:00:00,30.7,26,35,0,,,1.5,,1004.8,
2023-09-22 00:00:00,28.1,27,34,0,,,1.6,,1004.8,
2023-09-23 00:00:00,26.4,22.5,30.3,29.7,,,4.6,,1006.2,
2023-09-24 00:00:00,27.2,22,31.5,1,,,2.4,,1005.9,
2023-09-25 00:00:00,27.2,22.8,32,0,,,2.6,,1006.2,
2023-09-26 00:00:00,27.9,24.5,33,0,,,1.2,,1007.6,
2023-09-27 00:00:00,28,22.8,34,0,,,2.1,,1007.6,
2023-09-28 00:00:00,29.3,25,35,0,,,1.3,,1006.6,
2023-09-29 00:00:00,28.4,25,34.5,0,,,1.1,,1006.3,
2023-09-30 00:00:00,27.9,23.5,33.5,0,,,2.4,,1007.3,
2023-10-01 00:00:00,26.9,23,34.6,0,,,2,,1006.3,
2023-10-02 00:00:00,28.7,22.2,34.8,0,,,1.8,,1006.7,
2023-10-03 00:00:00,27.5,21.8,33.6,0,,,2.3,,1007.7,
2023-10-04 00:00:00,27.6,21.8,34.5,0,,,1.2,,1007.8,
2023-10-05 00:00:00,28.5,21.2,35,0,,,1.9,,1006.8,
2023-10-06 00:00:00,28.8,22.4,35.5,0,,,1,,1005.2,
2023-10-07 00:00:00,29.1,23.7,35,0,,,1.4,,1005.9,
